,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
194559,194 - SIMPLE PNEUMONIA & PLEURISY W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,282,62749.14,6679.87,5085.38
194560,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,118,43467.36,5406.32,3071.14
194561,202 - BRONCHITIS & ASTHMA W CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,84,53315.63,6475.05,4298.75
194562,203 - BRONCHITIS & ASTHMA W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,48,39369.25,4100.46,2781.33
194563,204 - RESPIRATORY SIGNS & SYMPTOMS,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,28,41269.36,4389.71,3112.54
194564,206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,24,39070.83,4924.17,4042.54
194565,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,26,270067.23,40842.81,39327.15
194566,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,97,145555.09,17573.64,15712.21
194567,237 - MAJOR CARDIOVASC PROCEDURES W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,15,182184.53,32164.33,30440.67
194568,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,40,130519.05,22166.58,19297.3
194569,240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,12,169316.5,23870.42,20290.08
194570,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,12,145449.67,23246.5,22361.42
194571,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,37,126667.7,18754.81,16681.46
194572,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,23,106890.96,15949.83,10981.3
194573,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,71,110626.49,13646.34,10749.44
194574,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,23,101881.91,11826.87,10775.13
194575,252 - OTHER VASCULAR PROCEDURES W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,35,189386.97,26461.2,22729.03
194576,253 - OTHER VASCULAR PROCEDURES W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,40,120383.0,18370.15,15290.85
194577,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,22,65826.86,12776.36,9334.64
194578,264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,18,167849.89,21009.06,19936.72
194579,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,106,100607.6,11609.73,10367.08
194580,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,83,64952.33,7561.4,5622.76
194581,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,52,44547.08,5374.69,3528.46
194582,"283 - ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,17,111287.06,12273.53,11344.94
194583,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,21,107159.71,14326.71,11084.05
194584,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,67,71807.04,8216.9,6033.55
194585,291 - HEART FAILURE & SHOCK W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,183,84066.4,10897.6,9054.24
194586,292 - HEART FAILURE & SHOCK W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,310,55086.36,6657.36,5326.07
194587,293 - HEART FAILURE & SHOCK W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,129,39116.62,4689.6,3390.87
194588,299 - PERIPHERAL VASCULAR DISORDERS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,35,77068.51,9510.26,8644.06
194589,300 - PERIPHERAL VASCULAR DISORDERS W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,61,45994.89,6680.64,5084.43
194590,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,39,36234.23,4388.44,2797.97
194591,303 - ATHEROSCLEROSIS W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,15,37792.67,5217.4,2896.4
194592,305 - HYPERTENSION W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,67,38522.69,4080.46,2813.42
194593,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,79,78712.04,10169.99,8365.32
194594,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,147,49898.63,5255.14,3977.03
194595,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,166,32656.05,3916.49,2355.13
194596,312 - SYNCOPE & COLLAPSE,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,184,45762.18,4925.02,3569.32
194597,313 - CHEST PAIN,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,126,39163.74,3884.73,2867.05
194598,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,26,135234.62,18219.23,15675.62
194599,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,24,42317.46,6451.21,4986.42
194600,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,13,304152.69,48213.85,46068.38
194601,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,52,290780.25,44157.15,38630.87
194602,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,76,127633.59,20698.55,14364.17
194603,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,62,79636.27,12865.39,7857.18
194604,336 - PERITONEAL ADHESIOLYSIS W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,16,159171.88,19479.75,14084.69
194605,343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,14,58617.71,8111.0,4086.36
194606,352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,13,62514.0,6659.31,4330.92
194607,354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,14,91317.64,13527.86,8333.93
194608,355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,21,57656.62,7508.76,6249.14
194609,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,27,125385.93,16370.41,14266.22
194610,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,40,71239.45,10268.3,6017.35
194611,373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,20,46775.0,5899.05,4032.15
194612,374 - DIGESTIVE MALIGNANCY W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,13,185726.46,24889.46,14834.23
194613,375 - DIGESTIVE MALIGNANCY W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,19,81441.37,11956.16,7001.21
194614,377 - G.I. HEMORRHAGE W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,58,116390.97,13943.07,12715.45
194615,378 - G.I. HEMORRHAGE W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,191,65190.68,6850.17,5514.12
194616,379 - G.I. HEMORRHAGE W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,57,42768.37,4455.77,3373.82
194617,386 - INFLAMMATORY BOWEL DISEASE W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,21,56010.76,8464.86,5004.71
194618,388 - G.I. OBSTRUCTION W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,29,111180.48,14451.59,11392.1
194619,389 - G.I. OBSTRUCTION W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,94,58491.53,6479.85,4743.4
194620,390 - G.I. OBSTRUCTION W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,60,42773.72,4257.22,2817.73
194621,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,54,77175.37,9513.98,7959.3
194622,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,392,44645.46,5384.01,3603.71
194623,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,26,90471.04,11443.08,9868.92
194624,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,70,67083.67,7798.37,5368.19
194625,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,25,42172.64,4361.88,3247.08
194626,417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,21,195881.71,24328.0,20408.43
194627,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,32,86593.75,12438.88,8532.28
194628,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,36,80473.94,8120.81,6652.39
194629,432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,11,112529.64,12176.18,11175.91
194630,433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,11,72304.82,8825.09,6239.91
194631,435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,16,106925.25,16478.0,9102.31
194632,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,24,56181.13,6355.25,4424.5
194633,440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,26,44273.35,5530.65,2756.15
194634,"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,20,89972.55,12926.95,10790.4
194635,"442 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,17,84480.24,11747.24,6641.88
194636,444 - DISORDERS OF THE BILIARY TRACT W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,12,75293.92,10997.08,8243.08
194637,445 - DISORDERS OF THE BILIARY TRACT W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,28,72244.04,7030.68,6119.43
194638,446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,20,42494.25,4752.0,3599.75
194639,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,30,136145.23,25962.5,19695.03
194640,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,20,138831.05,21882.95,19653.4
194641,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,33,109524.97,18310.24,15505.39
194642,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,36,153025.08,21612.42,20475.17
194643,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,1187,77708.44,12669.31,9597.65
194644,473 - CERVICAL SPINAL FUSION W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,11,119569.91,30986.27,10756.27
194645,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,31,152252.26,21408.06,19210.32
194646,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,85,87465.96,12967.04,11035.75
194647,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,50,69119.78,10321.32,9218.04
194648,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,28,54949.11,7994.25,5482.61
194649,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,11,89642.45,15428.55,9409.55
194650,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,21,75742.24,10711.1,7076.0
194651,536 - FRACTURES OF HIP & PELVIS W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,51,33303.04,4521.31,3367.39
194652,543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,26,60056.81,7044.96,5974.46
194653,551 - MEDICAL BACK PROBLEMS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,12,60099.25,9178.58,8189.5
194654,552 - MEDICAL BACK PROBLEMS W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,137,46739.58,5408.95,4144.64
194655,554 - BONE DISEASES & ARTHROPATHIES W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,36,36692.11,4821.47,3613.06
194656,556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,28,45232.57,4549.86,3667.39
194657,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,39,49152.28,5305.85,4263.18
194658,"562 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,14,78294.71,10156.79,9216.14
194659,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,71,41572.76,4799.99,3758.27
194660,"580 - OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,12,99843.75,10740.33,9727.75
194661,"581 - OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,12,55525.33,6724.5,5550.75
194662,602 - CELLULITIS W MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,44,83447.61,10637.52,8852.8
194663,603 - CELLULITIS W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,300,52223.7,6209.33,4546.87
